Name,Address,Category,Phone Number,Website,Size of Business,Product/Service,Clientel,Point of Contact,Email,Host?,Advertiser?,What advertisements to host?,What hosts to advertise at?,Description,Availability of space
Studio Belle Bête,8-178 boul Gréber,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.studiobellebete.ca/'"")"
Espace Canin Toilettage Et Boutique,"34, boul du Mont-Bleu","Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'https://www.facebook.com/EspaceCaninGatineau/'"")"
Anilook Toilettage,"193, ch de la Savane","Pet Grooming, Clipping & Washing",,"=HYPERLINK("""")"
Animalerie Aqua-Zoo,355 boul Gréber,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://aqua-zoo.ca/'"")"
Chez Poil Et Moustache Plus,"127, av Gatineau","Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://poiletmoustacheplus.com/'"")"
Salon Chic Toutou,"1910, ch Pink","Pet Grooming, Clipping & Washing",,"=HYPERLINK("""")"
Tonte et Toilettage Muzo Poilu,373 rue Notre-Dame,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.muzopoilu.yolasite.com/'"")"
T R C V Animal,"606, ch d'Aylmer","Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://trcvanimal.ca/'"")"
Healthy Pets HQ,420 Bank St,Pet Shops,,"=HYPERLINK(""b'http://www.healthypetshq.com/'"")"
Trim's Pet Store,13-2010 Trim Rd,Pet Shops,,"=HYPERLINK(""b'https://www.trimspetstore.com/'"")"
Best Mobile Pet Grooming,1048 ARROWHEAD PL,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.bestpetgrooming.ca/'"")"
Chapel Hill Grooming inc,4-1600 Forest Valley Dr,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://chapelhillgrooming.com/'"")"
Dogging It,195 Menten Pl,Pet Sitting Service,,"=HYPERLINK(""b'http://www.doggingit.net/'"")"
Furry Friends Spa And Daycare,56 Hawthorne Ave,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://Furryfriendsspa.ca/'"")"
Eastway Kennels,3925 Milton Rd,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.eastwaykennels.com/'"")"
CocoMutts,125-1110 Carp Rd,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.cocomutts.ca/'"")"
Debonair Dogs,5133 Farmers Way RR 1,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.nightlinegiantschnauzers.com/DebonairDogs.html'"")"
Pet Valu,170 Beechwood Ave,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,E1-1309 Carling Ave,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,3838 Innes Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,4-457 Hazeldean Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,900-309 Colonnade Dr,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,556 Montreal Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,2641 Alta Vista Dr,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,1460 Merivale Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,1490 Richmond Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,250 Greenbank Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Centre Educatif Enfant Diamant,,Pet Care Services,,"=HYPERLINK("""")"
Beauté Santé Sur Pattes,121 Rue Eddy,Pet Food & Supply Stores,,"=HYPERLINK(""b'https://www.beautesantesurpattes.com/'"")"
Toilettage Canin Gatineau,9 Rue Scott,Pet Shops,,"=HYPERLINK(""b'http://caninfashioncanada.com/'"")"
Studio Canin Davis,"9A, rue Dumas",Pet Food & Supply Manufacturers & Wholesalers,,"=HYPERLINK("""")"
Pattes Précieuses,"139, rue Loïs","Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://pattesprecieuses.ca/'"")"
Caroline Roy Toiletteuse Professionnelle pour Chiens et Chats,404 boul Alexandre-Taché,"Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'https://www.facebook.com/caroline.roy.355'"")"
Toilettage Le Look,"404, boul Alexandre-Taché",Pet Food & Supply Stores,,"=HYPERLINK("""")"
Chiens Chics de l'Outaouais,"771, rue Jacques-Cartier","Pet Grooming, Clipping & Washing",,"=HYPERLINK("""")"
JE Mondou Ltee,"655, boul Saint-Joseph",Pet Shops,,"=HYPERLINK("""")"
Compagnons Quatre Pattes,"4-1079, rue Saint-Louis","Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://compagnonsquatrepattes.ca/'"")"
Salon Joli Toutou,49 rue Carmen,"Pet Grooming, Clipping & Washing",,"=HYPERLINK("""")"
Le petit soleil anime,"6, rue Louis-Jolliet","Pet Grooming, Clipping & Washing",,"=HYPERLINK(""b'http://www.facebook.com/5565'"")"
Mega Zoo,"131, rue Jean-Proulx",Pet Shops,,"=HYPERLINK(""b'http://megazoo.ca/'"")"
Gloucester Veterinary Hospital,2470 St. Joseph Blvd,Veterinarians,,"=HYPERLINK(""b'http://www.gloucestervet.ca/'"")"
Chapel Hill Veterinary Clinic,1615 Orleans Blvd,Veterinarians,,"=HYPERLINK(""b'http://www.chapelhillveterinaryclinic.com/'"")"
Crossing Bridge Veterinary Clinic,1250 Stittsville Main St,Veterinarians,,"=HYPERLINK(""b'https://www.crbvet.ca/contact'"")"
Doctor Conlon-Kelly Ann,900 Watters Road,Veterinarians,,"=HYPERLINK(""b'https://crownpointeanimalhospital.com/'"")"
St Laurent Animal Hospital,3-654 Montréal Rd,Veterinarians,,"=HYPERLINK(""b'http://stlaurentanimalhospital.ca/'"")"
West Carleton Animal Hospital,3710 Carp Rd,Veterinarians,,"=HYPERLINK(""b'http://ottawaanimalhospitaldirectory.com/'"")"
"Dr. Jahangir Kamran, DVM",123-2446 Bank St,Veterinarians,,"=HYPERLINK("""")"
Ottawa East Pet Housecall Services,2033 Quincy Ave,Veterinarians,,"=HYPERLINK(""b'http://www.facebook.com/1280544935374561'"")"
CITY OF OTTAWA,5-26 Concourse Gate,Veterinarians,,"=HYPERLINK(""b'http://www.ottawa.ca/'"")"
Algonquin Animal Hospital,1945 Baseline Rd,Veterinarians,,"=HYPERLINK(""b'http://algonquinanimalhospital.ca/'"")"
Prince Of Wales Animal Hospital,888 Meadowlands Dr E,Veterinarians,,"=HYPERLINK(""b'http://princeofwalesanimalhospital.ca/'"")"
Alta Vista Animal Hospital,2616 Bank St,Veterinarians,,"=HYPERLINK(""b'http://wwwww.altavistaanimalhospital.comw.avah.on.ca/'"")"
Alta Vista Animal Hospital,2616 Bank St,Veterinarians,,"=HYPERLINK("""")"
Glebe Pet Hospital,595 Bank St,Veterinarians,,"=HYPERLINK(""b'http://www.infovet.ca/glebevet'"")"
Wild Bird Care Centre,734 Moodie Dr,Veterinarians,,"=HYPERLINK(""b'http://www.wildbirdcarecentre.org/'"")"
Carling Animal Hospital,2268 Carling Ave,Veterinarians,,"=HYPERLINK(""b'http://www.carlinganimalhospital.com/'"")"
Ottawa Veterinary,900 Boyd Ave,Veterinarians,,"=HYPERLINK(""b'http://www.ottawavet.com/'"")"
Dunrobin Veterinary,2719 Dunrobin Rd,Veterinarians,,"=HYPERLINK(""b'http://marchroadvet.com/'"")"
Furry Friends Spa And Daycare,56 Hawthorne Ave,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://Furryfriendsspa.ca/'"")"
Pet Valu,170 Beechwood Ave,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,E1-1309 Carling Ave,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,3838 Innes Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,4-457 Hazeldean Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,900-309 Colonnade Dr,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,556 Montreal Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,2641 Alta Vista Dr,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,1460 Merivale Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,1490 Richmond Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Pet Valu,250 Greenbank Rd,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
Beauté Santé Sur Pattes,121 Rue Eddy,Pet Food & Supply Stores,,"=HYPERLINK(""b'https://www.beautesantesurpattes.com/'"")"
Toilettage Le Look,"404, boul Alexandre-Taché",Pet Food & Supply Stores,,"=HYPERLINK("""")"
JE Mondou,"25, ch de la Savane",Pet Food & Supply Stores,,"=HYPERLINK("""")"
La Niche et Moi,392 Montée Paiement,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://www.laniche.ca/'"")"
Animonde,548 ch d'Aylmer,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Animalerie Kali-Maux,"720, Montée Paiement",Pet Food & Supply Stores,,"=HYPERLINK(""b'http://www.kali-maux.com/'"")"
Pet Valu,2736 rue Chamberland,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://www.berryspetfood.com/'"")"
Pet Valu,12006 Main St W,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://www.petvalu.com/'"")"
Pet Valu Canada Inc,98 boul Lafleche,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Head To Tail Pet Supplies Corp,22 McLachlin St S,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Pet Valu,3 Arthur St,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://www.petvalu.com/'"")"
Pet Valu,15A Chambers St,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://www.petvalu.com/'"")"
Pet Valu,,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Petcetera,,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Animonde,,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Store Pet Value Better Pet Nutrition,121 Mcpherson,Pet Food & Supply Stores,,"=HYPERLINK(""b'http://petvalu.com/'"")"
In the Raw,,Pet Food & Supply Stores,,"=HYPERLINK("""")"
Montfort Renaissance,162 Murray St,Administration,Social & Human Service Organizations,"=HYPERLINK(""b'http://www.montfortrenaissance.ca/'"")"
Canadian Child Care,600-700 Industrial Ave,Associations,,"=HYPERLINK(""b'http://www.cccf-fcsge.ca/'"")"
Canadian Society For Chemical Engineering,130 Slater St,Associations,,"=HYPERLINK(""b'http://www.cheminst.ca/'"")"
West End Integrated Falls Prevention Program,1365 Richmond Rd,Social & Human Service Organizations,,"=HYPERLINK("""")"
Professional Association of Foreign Service Officers,412-47 Clarence St,Associations,,"=HYPERLINK(""b'http://www.pafso.com/'"")"
Canadian Society For The Study Of Education,204-260 Dalhousie St,Associations,,"=HYPERLINK(""b'http://www.csse-scee.ca/'"")"
Société de l'aide à l'enfance d'Ottawa,1602 Telesat Crt,Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.cafott.ca/'"")"
Lanark County Mental Health,145 Hooper St,Social & Human Service Organizations,,"=HYPERLINK("""")"
Business Council of Canada,1001-99 Bank St,Associations,,"=HYPERLINK(""b'http://www.canadians.org/'"")"
Children's Castle Daycare Ltd,1187 Hunt Club Rd,Social & Human Service Organizations,,"=HYPERLINK("""")"
Dooly's Billiard & Events,2277 Gladwin Cres,Clubs,,"=HYPERLINK(""b'http://www.doolysottawa.com/'"")"
Health Unit-Leeds Grenville & Lanark District,2675 Concession Rd,Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.healthunit.org/'"")"
Counselling and Family Service Ottawa,310 Olmstead St,Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.cfsottawa.ca/'"")"
Résidence Montfort Renaissance,162 Murray St,Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.montfortrenaissance.ca/'"")"
HPB Association Management Services Inc,580 Terry Fox Dr,Event Planners,,"=HYPERLINK(""b'http://www.hpbservices.ca/'"")"
Nodin Child and Family Intervention Services,54 Queen,Associations,,"=HYPERLINK("""")"
Salvation Army,1156 Wellington St W,Social & Human Service Organizations,,"=HYPERLINK(""b'http://salvationarmy.ca/'"")"
Salvation Army,820 Woodroffe Ave,Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.salvationarmy.ca/'"")"
Royal Canadian Legion,330 Kent St,Social & Human Service Organizations,,"=HYPERLINK(""b'http://on.legion.ca/'"")"
Unifor,5 Gurdwara Rd,Associations,,"=HYPERLINK(""b'http://www.scep.ca/'"")"
Christie Lake Kids,"400, Coventry Rd",Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.christielakekids.com/'"")"
CAA,2446 Bank St,Travel Agencies,,"=HYPERLINK(""b'http://caa.ca/'"")"
Community Living North Grenville,2830 County Rd 43,Social & Human Service Organizations,,"=HYPERLINK(""b'http://www.communitylivingnorthgrenville.ca/'"")"
St Thomas The Apostle Church,2345 Alta Vista Dr,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.stthomastheapostlenurseryschool.ca/'"")"
Emmanuel Apostolic Church,3347 McCarthy Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.eacottawa.com/'"")"
Queenswood United Church,360 Kennedy Lane E,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.queenswoodunited.org/'"")"
Paroisse St-Viateur,Limoges,Churches & Other Places of Worship,,"=HYPERLINK("""")"
All Saints Anglican Church Westboro,347 Richmond Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.allsaintswestboro.com/'"")"
St Peter's Lutheran Church (ELCIC),400 Sparks St,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.stpetersottawa.ca/'"")"
Our Lady Of The Visitation Church,5338 Bank St,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.olvis.ca/'"")"
Eglise Baptiste Evangelique du Bon Berger,A 3775 St Joseph Bl,Churches & Other Places of Worship,,"=HYPERLINK("""")"
Sts Peter and Paul Melkite Catholic Church,1161 North River Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://archottawa.ca/'"")"
Cornerstone House of Refuge Apostolic Church PAW,1196 Wellington St W,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.chorac.ca/'"")"
Church Of God Of Prophecy,930 Merivale Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.cogop.ca/'"")"
St Columba Anglican Church,24 Sandridge Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://stcolumbaottawa.ca/'"")"
Seventh-Day Adventist Church Of Ottawa,2200 Benjamin Ave,Churches & Other Places of Worship,,"=HYPERLINK("""")"
Churches,20 Young Rd,Churches & Other Places of Worship,,"=HYPERLINK("""")"
Salvation Army,171 George St,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.ottawaboothcentre.org/'"")"
Salvation Army,171 George St,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://salvationarmy.ca/'"")"
Salvation Army,175 George St,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.salvationarmy.ca/'"")"
Salvation Army,1350 Walkley Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://www.ottawacitadel.ca/'"")"
Salvation Army,1616 Merivale Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://salvationarmy.ca/'"")"
Salvation Army,7-2201 Jockvale Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://salvationarmy.ca/'"")"
Jehovah's Witnesses,1637 Cyrville Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://watchtower.org/'"")"
Jehovah's Witnesses,2803 Quinn Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://watchtower.org/'"")"
Jehovah's Witnesses,4030 Innes Rd,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://watchtower.org/'"")"
New Creation Church,,Beacon Hill North Communit y Centre,Churches & Other Places of Worship,"=HYPERLINK("""")"
Eglise du Plein Evangile,"116, prom du Portage",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Église Catholique Portuguaise du Saint-Esprit,13 rue Sainte-Bernadette,Churches & Other Places of Worship,,"=HYPERLINK(""b'http://diocesegatineau.org/fr/missioncatholiqueportugaisedusaint-esprit.php'"")"
Paroisse Notre-Dame-De-L'Ile,"115, boul Sacré-Coeur",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Eglise Portugaise Notre-Dame-de-Fatima,"42, rue Hanson",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Paroisse St Joseph,"245, boul Saint-Joseph",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Fabrique De La Paroisse Saint-Josephull,"245, boul Saint-Joseph",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Paroisse St-François-De-Sales,"799, rue Jacques-Cartier",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Paroisses Diocèse De Gatineau-Hull,"189, rue Archambault",Churches & Other Places of Worship,,"=HYPERLINK("""")"
Kelly Funeral Homes,2313 Carling Ave,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/kelly-carling?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Kelly Funeral Homes Barrhaven Chapel,3000 Woodroffe Ave,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/kelly-barrhaven?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Kelly Funeral Homes Walkley Chapel,1255 Walkley Rd,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/kelly-walkley?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Kelly Funeral Homes Kanata Chapel,580 Eagleson Rd,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/kelly-kanata?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Kelly Funeral Homes Orleans Chapel,2370 St. Joseph Blvd,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/kelly-orleans?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Kelly Funeral Homes,585 Somerset St W,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/kelly-somerset?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Capital Funeral Home & Cemetery,3700 Prince of Wales Dr,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/capital?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Capital Funeral Home & Cemetery,3700 Prince of Wales Dr,Funeral Homes,,"=HYPERLINK(""b'https://www.arbormemorial.ca/en/capital?utm_source=iyp&utm_medium=iyp&utm_campaign=YellowPages'"")"
Heritage Funeral Home,2871 St. Joseph Blvd,Funeral Homes,,"=HYPERLINK(""b'http://heritagefh.ca/'"")"
Hulse Playfair & McGarry St Laurent Chapel,1200 Ogilvie Rd,Funeral Homes,,"=HYPERLINK(""b'http://www.hpmcgarry.ca/'"")"
Paws At Rest,3320 Roger Stevens Dr,Funeral Homes,,"=HYPERLINK("""")"
McEvoy-Shields Funeral Home and Chapel,1411 Hunt Club Rd,Funeral Homes,,"=HYPERLINK(""b'https://goo.gl/JhfGtE'"")"
Tubman Funeral Home,115 Rivington,Funeral Homes,,"=HYPERLINK(""b'http://tubmanfuneralhomes.com/'"")"
Graceful Cremations,22-5480 Canotek Rd,Funeral Homes,,"=HYPERLINK(""b'http://gracefulcremations.com/'"")"
Streamworks Media,180 Lisgar St,Funeral Homes,,"=HYPERLINK("""")"
Funeral Basics,403 Richmond Rd,Funeral Homes,,"=HYPERLINK("""")"
Modest Funeral Home,2586 Carp Rd,Funeral Homes,,"=HYPERLINK(""b'http://colefuneralservices.com/'"")"
Alta Vista Flowers,1181 Bank St,Funeral Homes,,"=HYPERLINK(""b'https://www.facebook.com/altavistaflowers'"")"
Les Jardins Du Souvenir,"75, boul Fournier",Funeral Homes,,"=HYPERLINK(""b'http://www.lesjardinsdusouvenir.com/'"")"
Racine Robert & Gauthier Beauchamp Funeral Home,"271, boul Saint-Joseph",Funeral Homes,,"=HYPERLINK(""b'https://goo.gl/0ES4MZ'"")"
Coopérative Funéraire De L'Outaouais,95 boul de la Cité-des-Jeunes,Funeral Homes,,"=HYPERLINK("""")"
Coopérative funéraire de l'Outaouais,"95, boul de la Cité-des-Jeunes",Funeral Homes,,"=HYPERLINK(""b'http://www.cfo.coop/en/'"")"
Racine Robert Gauthier Beauchamp Funeral Home,"105, boul Gréber",Funeral Homes,,"=HYPERLINK(""b'https://goo.gl/f5I5S1'"")"
Haily Quebec,"4, rue Georges-Bilodeau",Funeral Homes,,"=HYPERLINK(""b'http://hailyquebec.com/'"")"
McCay Duff LLP,6-141 Laurier Ave W,Accountants,,"=HYPERLINK(""b'http://www.mccayduff.com/'"")"
Trépanier Sarrazin CGA,101-400 boul Alexandre-Taché,Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'http://www.tscga.ca/'"")"
MNP LLP,800-1600 Carling Ave,Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'http://www.mnp.ca/en'"")"
van Berkom Chartered Accountants,3-1493 Merivale Rd,Accountants,,"=HYPERLINK(""b'http://vanberkom.ca/'"")"
Jack R Bowerman CPA Professional Corporation,10-28 Concourse Gate,Accountants,,"=HYPERLINK(""b'http://jrbowerman.ca/'"")"
BDO Canada LLP,100-1730 Saint-Laurent Blvd,Accountants,,"=HYPERLINK(""b'http://bdo.ca/'"")"
BDO Canada LLP,5-2784 Laurier,Accountants,,"=HYPERLINK(""b'http://bdo.ca/'"")"
BDO Canada LLP,991 Limoges Rd,Accountants,,"=HYPERLINK(""b'http://bdo.ca/'"")"
Laflèche Jocelyne CPA,"325, boul Saint-Joseph",Accountants,,"=HYPERLINK("""")"
"Rocque Denis CPA, CA",100-784 Taylor Creek Dr,Accountants,,"=HYPERLINK("""")"
R. Schlessinger Professional Corporation,332 Gilmour St,Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'http://ottawaaccountantdirectory.com/'"")"
Michael Northcote Chartered Accountant,39-5370 Canotek Rd,Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'http://ottawaaccountantdirectory.com/'"")"
KPMG LLP,1800-150 Elgin St,Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'http://www.kpmg.ca/enterprise'"")"
BDO Canada LLP,1700-180 Kent St,Chartered Professional Accountants (CPA),,"=HYPERLINK("""")"
Marc-André Ethier CPA,6-501 Lacolle Way,Chartered Professional Accountants (CPA),,"=HYPERLINK("""")"
Yann Brisebois CPA CGA,6-501 Lacolle Way,Chartered Professional Accountants (CPA),,"=HYPERLINK("""")"
Baker Tilly Ottawa LLP,400-301 Moodie Dr,Accountants,,"=HYPERLINK(""b'https://www.bakertilly.ca/en/btc/contact-us/ottawa-ontario'"")"
Jeffrey Taylor CPA,103-1827 Woodward Dr,Accountants,,"=HYPERLINK(""b'http://www.jeffreytaylor.ca/'"")"
Lemieux Gerard M,888 Notre Dame,Accountants,,"=HYPERLINK("""")"
Baker Tilly REO LLP,52 Lansdowne Ave,Accountants,,"=HYPERLINK(""b'https://www.bakertilly.ca/en/carleton-place-ontario'"")"
Stéphane Leblanc CPA,370 boul Gréber,Accountants,,"=HYPERLINK("""")"
Éric Lachance CPA Inc,"250-370, boul Gréber",Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'https://www.ericlachancecpa.com/'"")"
PricewaterhouseCoopers LLP,"900, boul de la Carrière",Accountants,,"=HYPERLINK("""")"
Hewitt & Young CGA,600C-300 Terry Fox Dr,Chartered Professional Accountants (CPA),,"=HYPERLINK(""b'http://hewitt-young.com/'"")"
"Clinton Tano, CPA",1 Rue De L'Équateur,Accountants,,"=HYPERLINK(""b'https://www.tanocpa.com/'"")"
Caisse Desjardins Rideau-Vision D'ottawa,147 Rideau St,Caisses Populaires,,"=HYPERLINK(""b'https://www.desjardins.com/fr/votre_caisse/accueil.jsp?transit=82900107'"")"
HSBC Bank Canada,101-320 March Road,Banks,,"=HYPERLINK(""b'http://www.hsbc.ca/'"")"
HSBC Bank Canada,200-131 Queen St,Banks,,"=HYPERLINK(""b'http://www.hsbc.ca/'"")"
BDC,1100-50 O'Connor St,Business Development Bank of Canada,Banks,"=HYPERLINK(""b'https://www.bdc.ca/en/pages/home.aspx'"")"
Caisse Desjardins,1212 Wellington St W,Caisses Populaires,,"=HYPERLINK(""b'https://www.desjardins.com/fr/votre_caisse/coordonnees/index.jsp?transit=82900108'"")"
Caisse Desjardins,520 Montreal Rd,Caisses Populaires,,"=HYPERLINK(""b'https://www.desjardins.com/fr/votre_caisse/coordonnees/index.jsp?transit=82900109'"")"
Caisse Desjardins,"2900, promenade Gibford",Caisses Populaires,,"=HYPERLINK(""b'https://www.desjardins.com/fr/votre_caisse/coordonnees/index.jsp?transit=82900107'"")"
Caisse Desjardins,523 Limoges Rd,Caisses Populaires,,"=HYPERLINK(""b'http://desjardins.com/'"")"
TD Canada Trust,1158 Bank St,Banks,,"=HYPERLINK(""b'http://www.tdcanadatrust.com/externalBranchLocator/getBranchDetail.form?lang=en&branchID=3248'"")"
Desjardins,450 Rideau St,Caisses Populaires,,"=HYPERLINK("""")"
Banque Nationale,50 O'Connor St,Banks,,"=HYPERLINK(""b'https://bnc.ca/'"")"
Banque Laurentienne,1420 Blair Pl,Banks,,"=HYPERLINK(""b'http://www.banquelaurentienne.ca/'"")"
Laurentian Bank,255 Albert Street,Banks,,"=HYPERLINK("""")"
Laurentian Bank,9-1021 Cyrville Road,Banks,,"=HYPERLINK("""")"
CIBC Branch with ATM,200 prom du Portage,Banks,,"=HYPERLINK(""b'http://www.cibc.ca/'"")"
BMO Bank of Montreal,141 prom du Portage,Banks,,"=HYPERLINK(""b'http://bmo.com/'"")"
Scotiabank,"61, prom du Portage",Banks,,"=HYPERLINK(""b'http://www.scotiabank.com/'"")"
TD Canada Trust ATM,Ultramar-190 Rue St-Redempteur,Banks,,"=HYPERLINK(""b'https://www.td.com/ca/en/personal-banking/branch-locator/?id=10038&src=local:atm:can'"")"
Caisse Populaire De L'Ile,"40, boul Sacré-Coeur",Caisses Populaires,,"=HYPERLINK("""")"
BDC,200 rue Montcalm,Banque de développement du Canada,Banks,"=HYPERLINK(""b'https://www.bdc.ca/fr/centres-affaires/quebec/pages/outaouais.aspx?source=directory'"")"
Caisse Desjardins,303-259 boul Saint-Joseph,Caisses Populaires,,"=HYPERLINK(""b'https://www.desjardins.com/fr/votre_caisse/coordonnees/index.jsp?transit=81592154'"")"
President's Choice Financial ATM,300 boul Saint-Joseph,Banks,,"=HYPERLINK(""b'https://www.pcfinancial.ca/en/contact-us/'"")"
CIBC ATM,300 boul Saint-Joseph,Banks,,"=HYPERLINK(""b'https://locations.cibc.com/qc/hull/3c1t'"")"
BMO Bank of Montreal,"320, boul Saint-Joseph",Banks,,"=HYPERLINK(""b'http://bmo.ca/'"")"
Scotiabank,"320, boul Saint-Joseph",Banks,,"=HYPERLINK(""b'http://banquescotia.com/'"")"
